,Failure_ID,Device_Type,Brand,Model_Name,Usage_Duration,Failure_Type,Warranty_Status,Repair_Cost,Customer_Rating,Comments
8901,FAIL08902,Smartphone,Apple,Model-736,49.0,Battery Issue,Yes,847.79,1.4,Fixed quickly
8902,FAIL08903,Smartwatch,Sony,Model-571,24.0,Battery Issue,No,1502.84,4.9,Not satisfied
8903,FAIL08904,Smartwatch,Samsung,Model-496,21.0,Speaker Malfunction,Yes,4580.95,4.1,Not satisfied
8904,FAIL08905,Smartphone,HP,Model-686,14.0,Overheating,No,2351.9,1.3,Not satisfied
8905,FAIL08906,Smartphone,Dell,Model-663,33.0,Speaker Malfunction,No,4709.35,4.8,Very bad service
8906,FAIL08907,Gaming Console,HP,Model-457,44.0,Overheating,No,1446.78,4.8,Perfect repair
8907,FAIL08908,Smartwatch,OnePlus,Model-708,55.0,Software Crash,Yes,4922.39,3.7,Perfect repair
8908,FAIL08909,Laptop,OnePlus,Model-611,40.0,Battery Issue,Yes,4780.4,4.7,Had to replace
8909,FAIL08910,Tablet,Samsung,Model-641,12.0,Software Crash,No,3587.8,2.4,Had to replace
8910,FAIL08911,Gaming Console,HP,Model-349,17.0,Speaker Malfunction,No,3807.82,2.6,Perfect repair
8911,FAIL08912,Tablet,Lenovo,Model-948,34.0,Battery Issue,No,218.93,2.8,Fixed quickly
8912,FAIL08913,Laptop,Apple,Model-593,25.0,Software Crash,No,1226.78,4.7,Fixed quickly
8913,FAIL08914,Laptop,Lenovo,Model-488,58.0,Software Crash,No,1055.11,4.8,Not satisfied
8914,FAIL08915,Smartphone,HP,Model-202,50.0,Software Crash,Yes,4801.1,3.4,Very bad service
8915,FAIL08916,Smartwatch,Samsung,Model-377,45.0,Software Crash,Yes,2102.91,4.6,Fixed quickly
8916,FAIL08917,Smartphone,HP,Model-150,55.0,Battery Issue,No,3048.26,4.4,Not satisfied
8918,FAIL08919,Gaming Console,OnePlus,Model-818,4.0,Screen Crack,No,1347.51,3.8,Not satisfied
8919,FAIL08920,Smartphone,Apple,Model-685,56.0,Overheating,No,2152.98,1.7,Fixed quickly
8920,FAIL08921,Smartphone,Sony,Model-969,25.0,Speaker Malfunction,Yes,1656.67,1.6,Had to replace
8921,FAIL08922,Laptop,HP,Model-228,56.0,Speaker Malfunction,No,3782.2,3.7,Had to replace
8922,FAIL08923,Smartwatch,Lenovo,Model-657,30.0,Screen Crack,No,2556.98,3.7,Had to replace
8923,FAIL08924,Laptop,Apple,Model-178,34.0,Battery Issue,Yes,3499.54,3.8,Not satisfied
8924,FAIL08925,Smartphone,Sony,Model-397,34.0,Speaker Malfunction,No,2745.17,4.2,Fixed quickly
8925,FAIL08926,Smartwatch,Apple,Model-653,59.0,Overheating,Yes,4523.82,2.7,Had to replace
8926,FAIL08927,Smartwatch,Sony,Model-960,33.0,Overheating,No,416.31,4.8,Fixed quickly
8927,FAIL08928,Gaming Console,Sony,Model-419,37.0,Speaker Malfunction,No,3773.93,4.7,Perfect repair
8928,FAIL08929,Laptop,Dell,Model-504,38.0,Battery Issue,Yes,1276.17,1.4,Not satisfied
8931,FAIL08932,Laptop,OnePlus,Model-630,22.0,Screen Crack,No,1622.92,3.1,Not satisfied
8932,FAIL08933,Smartwatch,Sony,Model-753,12.0,Speaker Malfunction,No,4823.38,2.9,Perfect repair
8933,FAIL08934,Smartwatch,Lenovo,Model-626,3.0,Battery Issue,No,963.61,4.5,Perfect repair
8934,FAIL08935,Tablet,OnePlus,Model-278,4.0,Software Crash,No,4780.67,2.5,Perfect repair
8935,FAIL08936,Smartphone,OnePlus,Model-822,48.0,Software Crash,No,303.63,2.8,Perfect repair
8936,FAIL08937,Gaming Console,OnePlus,Model-830,8.0,Overheating,Yes,1709.65,4.5,Perfect repair
8937,FAIL08938,Tablet,Apple,Model-627,32.0,Software Crash,Yes,3522.45,3.2,Perfect repair
8938,FAIL08939,Gaming Console,Samsung,Model-822,44.0,Overheating,Yes,4237.29,3.4,Had to replace
8939,FAIL08940,Gaming Console,Sony,Model-408,5.0,Screen Crack,Yes,918.9,1.5,Had to replace
8940,FAIL08941,Smartphone,Sony,Model-922,23.0,Screen Crack,No,4678.08,1.1,Had to replace
8941,FAIL08942,Gaming Console,Samsung,Model-866,58.0,Software Crash,Yes,867.41,4.2,Had to replace
8942,FAIL08943,Gaming Console,Sony,Model-122,39.0,Speaker Malfunction,Yes,4355.24,2.2,Perfect repair
8943,FAIL08944,Smartwatch,HP,Model-775,14.0,Battery Issue,Yes,4435.39,3.0,Very bad service
8944,FAIL08945,Smartwatch,HP,Model-757,19.0,Battery Issue,No,3715.22,4.4,Very bad service
8945,FAIL08946,Smartwatch,Apple,Model-912,23.0,Speaker Malfunction,No,4465.56,2.6,Very bad service
8946,FAIL08947,Smartphone,Lenovo,Model-955,30.0,Overheating,No,2556.98,2.6,Perfect repair
8947,FAIL08948,Smartwatch,Dell,Model-554,30.0,Overheating,No,2556.98,2.6,Perfect repair
8948,FAIL08949,Tablet,OnePlus,Model-188,37.0,Overheating,Yes,2372.17,1.2,Fixed quickly
8950,FAIL08951,Tablet,HP,Model-335,11.0,Software Crash,No,129.97,4.3,Perfect repair
8951,FAIL08952,Smartphone,OnePlus,Model-272,36.0,Speaker Malfunction,Yes,2895.07,5.0,Perfect repair
8952,FAIL08953,Laptop,Sony,Model-106,41.0,Screen Crack,Yes,405.83,1.7,Fixed quickly
8953,FAIL08954,Laptop,Sony,Model-808,40.0,Screen Crack,No,160.15,3.2,Fixed quickly
8954,FAIL08955,Tablet,HP,Model-460,11.0,Battery Issue,No,2145.94,2.7,Fixed quickly
8955,FAIL08956,Laptop,HP,Model-827,30.0,Battery Issue,No,2556.98,2.7,Fixed quickly
8956,FAIL08957,Gaming Console,Lenovo,Model-183,56.0,Battery Issue,No,4247.85,3.9,Fixed quickly
8957,FAIL08958,Smartphone,Sony,Model-312,16.0,Speaker Malfunction,No,324.7,1.1,Fixed quickly
8958,FAIL08959,Tablet,Samsung,Model-813,24.0,Speaker Malfunction,Yes,2855.03,3.7,Very bad service
8959,FAIL08960,Tablet,HP,Model-476,24.0,Speaker Malfunction,Yes,2688.62,1.5,Very bad service
8960,FAIL08961,Tablet,Dell,Model-570,11.0,Speaker Malfunction,Yes,2851.95,2.6,Had to replace
8961,FAIL08962,Gaming Console,Samsung,Model-856,30.0,Speaker Malfunction,No,2556.98,2.6,Had to replace
8963,FAIL08964,Tablet,Dell,Model-644,24.0,Screen Crack,Yes,3296.58,4.8,Perfect repair
8964,FAIL08965,Laptop,Apple,Model-985,17.0,Software Crash,No,3934.37,3.6,Fixed quickly
8965,FAIL08966,Smartwatch,Sony,Model-882,42.0,Overheating,Yes,4253.48,2.6,Not satisfied
8966,FAIL08967,Gaming Console,Dell,Model-133,37.0,Screen Crack,Yes,4483.64,1.5,Not satisfied
8967,FAIL08968,Tablet,OnePlus,Model-690,58.0,Screen Crack,Yes,3640.87,1.4,Not satisfied
8968,FAIL08969,Smartwatch,HP,Model-876,40.0,Overheating,No,3659.48,3.8,Not satisfied
8969,FAIL08970,Tablet,HP,Model-446,41.0,Software Crash,Yes,831.61,1.7,Perfect repair
8970,FAIL08971,Tablet,Samsung,Model-419,18.0,Speaker Malfunction,No,930.07,3.7,Very bad service
8971,FAIL08972,Gaming Console,HP,Model-733,30.0,Speaker Malfunction,No,2556.98,3.7,Very bad service
8972,FAIL08973,Laptop,HP,Model-543,52.0,Overheating,No,1177.27,4.0,Fixed quickly
8973,FAIL08974,Gaming Console,Lenovo,Model-895,30.0,Screen Crack,Yes,2556.98,4.0,Fixed quickly
8974,FAIL08975,Gaming Console,Apple,Model-364,39.0,Overheating,No,1430.53,3.6,Perfect repair
8975,FAIL08976,Laptop,Dell,Model-348,16.0,Battery Issue,No,1351.6,1.6,Fixed quickly
8976,FAIL08977,Smartwatch,Sony,Model-917,29.0,Screen Crack,No,2309.03,2.6,Perfect repair
8977,FAIL08978,Gaming Console,Samsung,Model-775,9.0,Overheating,Yes,909.53,3.1,Perfect repair
8978,FAIL08979,Tablet,Apple,Model-364,7.0,Speaker Malfunction,No,4245.41,2.3,Not satisfied
8980,FAIL08981,Laptop,OnePlus,Model-642,30.0,Overheating,Yes,2556.98,2.3,Not satisfied
8981,FAIL08982,Smartwatch,Dell,Model-846,37.0,Screen Crack,Yes,2398.16,4.2,Very bad service
8982,FAIL08983,Laptop,HP,Model-400,19.0,Battery Issue,No,1112.25,2.5,Very bad service
8983,FAIL08984,Tablet,OnePlus,Model-538,2.0,Overheating,Yes,1778.23,1.9,Perfect repair
8984,FAIL08985,Smartwatch,HP,Model-561,19.0,Battery Issue,Yes,2189.9,3.0,Not satisfied
8985,FAIL08986,Gaming Console,OnePlus,Model-882,2.0,Overheating,Yes,1465.51,3.4,Fixed quickly
8986,FAIL08987,Smartwatch,Samsung,Model-856,24.0,Overheating,Yes,4067.77,3.0,Had to replace
8987,FAIL08988,Gaming Console,Sony,Model-597,10.0,Battery Issue,Yes,1831.18,1.3,Fixed quickly
8988,FAIL08989,Gaming Console,HP,Model-524,50.0,Screen Crack,No,2504.33,2.3,Not satisfied
8989,FAIL08990,Smartphone,Sony,Model-677,56.0,Speaker Malfunction,Yes,240.67,1.9,Had to replace
8990,FAIL08991,Gaming Console,HP,Model-674,13.0,Speaker Malfunction,No,1203.58,4.2,Very bad service
8991,FAIL08992,Gaming Console,Sony,Model-730,37.0,Battery Issue,Yes,499.7,4.9,Very bad service
8992,FAIL08993,Gaming Console,HP,Model-721,1.0,Speaker Malfunction,No,4552.17,3.7,Perfect repair
8993,FAIL08994,Smartphone,Lenovo,Model-718,15.0,Overheating,Yes,4320.38,4.7,Very bad service
8994,FAIL08995,Smartwatch,HP,Model-476,53.0,Speaker Malfunction,No,1475.88,4.2,Had to replace
8995,FAIL08996,Smartphone,Lenovo,Model-727,7.0,Speaker Malfunction,No,2490.45,1.2,Had to replace
8996,FAIL08997,Laptop,HP,Model-638,40.0,Overheating,No,1691.1,4.3,Had to replace
8998,FAIL08999,Smartphone,Sony,Model-604,7.0,Software Crash,Yes,1237.67,2.0,Fixed quickly
8999,FAIL09000,Smartphone,Apple,Model-287,30.0,Overheating,Yes,2556.98,2.0,Fixed quickly
9000,FAIL09001,Smartwatch,Samsung,Model-411,28.0,Overheating,Yes,981.48,4.0,Had to replace
9001,FAIL09002,Smartwatch,Apple,Model-426,14.0,Speaker Malfunction,No,1528.66,4.7,Perfect repair
9002,FAIL09003,Smartwatch,Sony,Model-287,17.0,Software Crash,No,4454.14,1.8,Had to replace
9003,FAIL09004,Tablet,OnePlus,Model-320,23.0,Software Crash,No,1501.06,4.1,Not satisfied
9004,FAIL09005,Smartwatch,Samsung,Model-887,57.0,Screen Crack,No,4563.03,4.0,Not satisfied
9006,FAIL09007,Smartphone,Apple,Model-918,24.0,Speaker Malfunction,No,3195.53,3.0,Not satisfied
9007,FAIL09008,Laptop,Samsung,Model-565,21.0,Software Crash,No,1465.26,1.1,Perfect repair
9008,FAIL09009,Laptop,Apple,Model-683,22.0,Software Crash,No,1671.89,1.5,Had to replace
9009,FAIL09010,Laptop,Sony,Model-789,26.0,Screen Crack,Yes,4184.47,2.7,Fixed quickly
9010,FAIL09011,Gaming Console,OnePlus,Model-298,36.0,Speaker Malfunction,Yes,2906.74,3.9,Fixed quickly
9011,FAIL09012,Smartphone,Samsung,Model-187,30.0,Screen Crack,No,2556.98,3.9,Perfect repair
9012,FAIL09013,Tablet,HP,Model-543,29.0,Overheating,Yes,4732.73,4.2,Very bad service
9013,FAIL09014,Tablet,Dell,Model-441,7.0,Screen Crack,Yes,2084.02,3.8,Not satisfied
9014,FAIL09015,Smartwatch,HP,Model-247,56.0,Overheating,No,4409.22,4.3,Very bad service
9015,FAIL09016,Tablet,Dell,Model-489,17.0,Battery Issue,No,4568.23,3.3,Fixed quickly
9016,FAIL09017,Smartphone,HP,Model-227,54.0,Screen Crack,No,2149.94,1.0,Had to replace
9017,FAIL09018,Smartwatch,Sony,Model-235,11.0,Speaker Malfunction,Yes,2126.68,3.5,Very bad service
9018,FAIL09019,Gaming Console,Samsung,Model-355,37.0,Speaker Malfunction,No,2808.69,4.5,Very bad service
9019,FAIL09020,Laptop,Apple,Model-732,55.0,Software Crash,No,3220.82,3.0,Had to replace
9020,FAIL09021,Laptop,Lenovo,Model-306,25.0,Battery Issue,Yes,367.13,3.5,Very bad service
9021,FAIL09022,Smartwatch,HP,Model-121,41.0,Software Crash,No,431.6,4.5,Not satisfied
9022,FAIL09023,Smartwatch,OnePlus,Model-134,48.0,Software Crash,No,1327.63,4.6,Fixed quickly
9024,FAIL09025,Smartphone,Samsung,Model-816,30.0,Screen Crack,No,2556.98,4.6,Fixed quickly
9025,FAIL09026,Smartwatch,Lenovo,Model-831,4.0,Overheating,Yes,1061.53,1.4,Fixed quickly
9026,FAIL09027,Smartphone,Apple,Model-887,37.0,Battery Issue,Yes,1595.72,2.1,Perfect repair
9027,FAIL09028,Smartwatch,Dell,Model-192,51.0,Software Crash,No,2097.45,4.9,Perfect repair
9028,FAIL09029,Smartphone,Dell,Model-936,9.0,Overheating,Yes,1469.5,3.0,Not satisfied
9029,FAIL09030,Smartphone,Lenovo,Model-998,30.0,Software Crash,No,2556.98,3.0,Had to replace
9030,FAIL09031,Tablet,Samsung,Model-227,30.0,Battery Issue,No,2556.98,3.0,Very bad service
9031,FAIL09032,Tablet,OnePlus,Model-638,48.0,Battery Issue,Yes,174.49,4.4,Had to replace
9032,FAIL09033,Smartwatch,Sony,Model-424,30.0,Software Crash,No,2556.98,4.4,Very bad service
9033,FAIL09034,Smartwatch,Sony,Model-608,23.0,Overheating,Yes,1435.23,4.9,Very bad service
9034,FAIL09035,Smartphone,Sony,Model-475,33.0,Software Crash,Yes,3970.31,3.3,Perfect repair
9035,FAIL09036,Smartphone,Lenovo,Model-543,51.0,Overheating,No,3782.95,4.5,Had to replace
9036,FAIL09037,Tablet,Samsung,Model-887,18.0,Software Crash,No,3658.87,1.0,Very bad service
9037,FAIL09038,Gaming Console,Dell,Model-634,58.0,Speaker Malfunction,No,4806.05,2.4,Very bad service
9038,FAIL09039,Laptop,OnePlus,Model-835,30.0,Overheating,Yes,2556.98,2.4,Perfect repair
9039,FAIL09040,Laptop,Samsung,Model-623,10.0,Screen Crack,No,611.66,3.6,Fixed quickly
9040,FAIL09041,Gaming Console,Sony,Model-340,30.0,Screen Crack,Yes,2556.98,3.6,Not satisfied
9041,FAIL09042,Gaming Console,OnePlus,Model-538,46.0,Battery Issue,Yes,2957.91,3.7,Fixed quickly
9042,FAIL09043,Laptop,HP,Model-916,24.0,Screen Crack,No,4998.82,2.7,Very bad service
9043,FAIL09044,Tablet,Samsung,Model-963,56.0,Overheating,Yes,1763.34,2.0,Perfect repair
9044,FAIL09045,Laptop,HP,Model-597,50.0,Overheating,No,4383.16,4.8,Perfect repair
9045,FAIL09046,Gaming Console,Sony,Model-307,46.0,Screen Crack,No,4314.38,1.8,Not satisfied
9046,FAIL09047,Laptop,Samsung,Model-766,24.0,Battery Issue,No,4918.39,4.4,Had to replace
9047,FAIL09048,Laptop,Samsung,Model-164,48.0,Battery Issue,No,4922.48,4.6,Very bad service
9048,FAIL09049,Gaming Console,HP,Model-406,48.0,Screen Crack,Yes,4960.05,2.1,Very bad service
9049,FAIL09050,Tablet,Apple,Model-559,30.0,Speaker Malfunction,No,2556.98,2.1,Had to replace
9050,FAIL09051,Laptop,OnePlus,Model-944,42.0,Speaker Malfunction,Yes,1378.46,4.0,Had to replace
9051,FAIL09052,Smartwatch,HP,Model-555,53.0,Software Crash,No,2263.03,4.5,Very bad service
9052,FAIL09053,Smartwatch,Sony,Model-330,3.0,Screen Crack,No,4855.38,4.3,Fixed quickly
9053,FAIL09054,Laptop,HP,Model-906,30.0,Speaker Malfunction,Yes,2556.98,4.3,Fixed quickly
9054,FAIL09055,Gaming Console,Lenovo,Model-627,3.0,Overheating,No,4599.6,1.3,Very bad service
9055,FAIL09056,Smartwatch,Apple,Model-104,37.0,Speaker Malfunction,Yes,3807.03,4.9,Had to replace
9056,FAIL09057,Laptop,Sony,Model-733,59.0,Screen Crack,No,4343.9,3.1,Had to replace
9057,FAIL09058,Gaming Console,Lenovo,Model-270,10.0,Overheating,No,3811.09,2.2,Fixed quickly
9058,FAIL09059,Smartwatch,OnePlus,Model-592,26.0,Software Crash,Yes,1970.48,1.8,Not satisfied
9059,FAIL09060,Tablet,Samsung,Model-156,37.0,Software Crash,Yes,1436.45,4.8,Very bad service
9060,FAIL09061,Gaming Console,Samsung,Model-196,16.0,Overheating,Yes,3545.99,1.2,Had to replace
9061,FAIL09062,Smartwatch,Apple,Model-887,42.0,Screen Crack,No,528.86,4.7,Not satisfied
9062,FAIL09063,Smartphone,Lenovo,Model-841,4.0,Overheating,Yes,1004.9,1.9,Very bad service
9063,FAIL09064,Smartphone,Sony,Model-963,50.0,Screen Crack,No,246.48,4.9,Fixed quickly
9064,FAIL09065,Gaming Console,Sony,Model-787,37.0,Overheating,No,1489.95,1.2,Perfect repair
9065,FAIL09066,Smartwatch,Samsung,Model-789,41.0,Battery Issue,Yes,1630.43,1.5,Not satisfied
9066,FAIL09067,Tablet,HP,Model-613,33.0,Software Crash,Yes,4477.7,1.0,Not satisfied
9067,FAIL09068,Gaming Console,HP,Model-239,36.0,Speaker Malfunction,Yes,3831.19,1.1,Fixed quickly
9068,FAIL09069,Gaming Console,OnePlus,Model-469,53.0,Overheating,Yes,3461.18,4.7,Not satisfied
9069,FAIL09070,Tablet,OnePlus,Model-522,30.0,Software Crash,No,2556.98,4.7,Not satisfied
9070,FAIL09071,Laptop,Sony,Model-664,34.0,Software Crash,Yes,3226.18,4.6,Fixed quickly
9071,FAIL09072,Laptop,Apple,Model-546,30.0,Overheating,Yes,2556.98,4.6,Fixed quickly
9072,FAIL09073,Tablet,Apple,Model-111,59.0,Speaker Malfunction,No,4790.24,1.3,Not satisfied
9073,FAIL09074,Tablet,OnePlus,Model-773,23.0,Speaker Malfunction,No,766.69,5.0,Not satisfied
9074,FAIL09075,Smartwatch,Lenovo,Model-716,45.0,Overheating,Yes,623.5,3.0,Perfect repair
9075,FAIL09076,Tablet,Samsung,Model-261,17.0,Overheating,Yes,1271.76,1.5,Perfect repair
9076,FAIL09077,Smartphone,OnePlus,Model-879,8.0,Battery Issue,No,4296.08,2.8,Had to replace
9077,FAIL09078,Smartphone,Dell,Model-116,30.0,Software Crash,Yes,2556.98,2.8,Perfect repair
9078,FAIL09079,Laptop,Lenovo,Model-873,34.0,Screen Crack,Yes,2041.48,4.9,Fixed quickly
9079,FAIL09080,Smartphone,Apple,Model-129,1.0,Screen Crack,No,1489.15,3.9,Very bad service
9080,FAIL09081,Smartphone,OnePlus,Model-185,20.0,Speaker Malfunction,No,4802.75,1.8,Not satisfied
9081,FAIL09082,Smartwatch,Lenovo,Model-520,57.0,Screen Crack,No,3878.93,3.2,Fixed quickly
9082,FAIL09083,Laptop,Dell,Model-954,36.0,Overheating,Yes,910.91,3.9,Fixed quickly
9083,FAIL09084,Smartwatch,HP,Model-307,5.0,Screen Crack,No,1807.16,4.0,Had to replace
9084,FAIL09085,Gaming Console,Samsung,Model-846,27.0,Speaker Malfunction,Yes,1867.28,2.2,Had to replace
9085,FAIL09086,Smartphone,HP,Model-381,46.0,Speaker Malfunction,No,1198.0,1.3,Had to replace
9086,FAIL09087,Smartphone,Apple,Model-531,14.0,Software Crash,No,726.1,4.5,Had to replace
9087,FAIL09088,Smartwatch,HP,Model-722,34.0,Battery Issue,No,4205.97,4.7,Not satisfied
9088,FAIL09089,Gaming Console,Sony,Model-395,58.0,Battery Issue,Yes,2650.51,3.2,Had to replace
9089,FAIL09090,Smartphone,HP,Model-770,26.0,Overheating,No,1839.92,4.5,Perfect repair
9090,FAIL09091,Tablet,OnePlus,Model-913,31.0,Speaker Malfunction,No,398.06,3.2,Very bad service
9091,FAIL09092,Smartwatch,Dell,Model-678,30.0,Screen Crack,No,2556.98,3.2,Not satisfied
9092,FAIL09093,Laptop,Dell,Model-955,2.0,Software Crash,No,3651.3,3.6,Very bad service
9093,FAIL09094,Gaming Console,HP,Model-702,45.0,Screen Crack,Yes,4483.91,3.3,Perfect repair
9094,FAIL09095,Smartphone,Apple,Model-735,57.0,Software Crash,Yes,4469.68,4.6,Very bad service
9095,FAIL09096,Smartphone,OnePlus,Model-857,28.0,Speaker Malfunction,No,1632.32,4.8,Not satisfied
9096,FAIL09097,Laptop,Dell,Model-455,22.0,Battery Issue,No,3572.56,2.8,Perfect repair
9097,FAIL09098,Smartphone,Lenovo,Model-846,54.0,Screen Crack,Yes,821.57,1.7,Perfect repair
9098,FAIL09099,Tablet,Samsung,Model-736,8.0,Battery Issue,Yes,1493.61,4.1,Had to replace
9099,FAIL09100,Tablet,Sony,Model-577,51.0,Speaker Malfunction,Yes,2628.24,1.9,Had to replace
9100,FAIL09101,Gaming Console,Apple,Model-167,48.0,Speaker Malfunction,No,3901.41,3.3,Perfect repair
9101,FAIL09102,Tablet,Samsung,Model-716,59.0,Screen Crack,No,4562.22,3.7,Had to replace
9102,FAIL09103,Gaming Console,Apple,Model-158,22.0,Speaker Malfunction,No,4717.05,4.4,Not satisfied
9103,FAIL09104,Gaming Console,OnePlus,Model-309,11.0,Overheating,Yes,896.25,1.8,Not satisfied
9104,FAIL09105,Smartwatch,Dell,Model-907,55.0,Screen Crack,No,2265.18,4.3,Perfect repair
9105,FAIL09106,Smartphone,Apple,Model-766,30.0,Battery Issue,No,2556.98,4.3,Had to replace
9106,FAIL09107,Smartphone,OnePlus,Model-578,49.0,Overheating,No,3788.0,3.1,Perfect repair
9107,FAIL09108,Tablet,Samsung,Model-841,6.0,Software Crash,No,2573.54,4.7,Fixed quickly
9108,FAIL09109,Smartphone,OnePlus,Model-587,22.0,Battery Issue,Yes,379.36,2.5,Not satisfied
9109,FAIL09110,Gaming Console,Lenovo,Model-239,56.0,Overheating,Yes,4026.7,1.1,Had to replace
9110,FAIL09111,Gaming Console,Lenovo,Model-258,2.0,Software Crash,No,4323.49,2.1,Not satisfied
9111,FAIL09112,Laptop,Apple,Model-255,57.0,Overheating,Yes,4465.87,4.1,Very bad service
9112,FAIL09113,Smartphone,Lenovo,Model-723,26.0,Battery Issue,Yes,4390.09,4.4,Fixed quickly
9113,FAIL09114,Smartphone,Dell,Model-199,7.0,Overheating,No,3793.79,3.0,Perfect repair
9114,FAIL09115,Tablet,HP,Model-381,33.0,Screen Crack,Yes,2136.62,2.9,Very bad service
9115,FAIL09116,Tablet,Samsung,Model-340,16.0,Overheating,Yes,980.95,2.4,Very bad service
9116,FAIL09117,Smartwatch,Lenovo,Model-624,13.0,Speaker Malfunction,Yes,745.01,4.3,Fixed quickly
9117,FAIL09118,Tablet,HP,Model-565,32.0,Speaker Malfunction,No,3571.34,2.7,Fixed quickly
9118,FAIL09119,Gaming Console,Dell,Model-590,3.0,Screen Crack,No,3914.64,2.0,Fixed quickly
9119,FAIL09120,Gaming Console,Samsung,Model-396,21.0,Software Crash,No,3295.24,3.9,Very bad service
9120,FAIL09121,Smartphone,HP,Model-387,31.0,Speaker Malfunction,No,2906.6,3.1,Had to replace
9121,FAIL09122,Laptop,Samsung,Model-584,24.0,Speaker Malfunction,No,2989.26,1.3,Perfect repair
9122,FAIL09123,Smartphone,OnePlus,Model-889,59.0,Screen Crack,No,420.77,3.7,Had to replace
9123,FAIL09124,Laptop,Sony,Model-731,30.0,Software Crash,No,2556.98,3.7,Had to replace
9124,FAIL09125,Tablet,HP,Model-721,50.0,Battery Issue,No,935.11,4.4,Had to replace
9125,FAIL09126,Smartwatch,HP,Model-476,39.0,Speaker Malfunction,No,2326.95,4.8,Had to replace
9126,FAIL09127,Smartwatch,Sony,Model-454,55.0,Speaker Malfunction,No,479.48,4.9,Had to replace
9127,FAIL09128,Smartwatch,Dell,Model-691,30.0,Speaker Malfunction,Yes,2556.98,4.9,Very bad service
9128,FAIL09129,Tablet,OnePlus,Model-405,8.0,Battery Issue,No,4390.51,4.4,Had to replace
9129,FAIL09130,Laptop,Sony,Model-102,53.0,Software Crash,No,580.69,2.5,Had to replace
9130,FAIL09131,Smartphone,OnePlus,Model-609,30.0,Battery Issue,No,2556.98,2.5,Very bad service
9131,FAIL09132,Smartwatch,Samsung,Model-337,14.0,Overheating,No,1384.5,1.8,Very bad service
9133,FAIL09134,Smartwatch,Samsung,Model-706,2.0,Battery Issue,Yes,1568.42,3.6,Perfect repair
9134,FAIL09135,Laptop,Dell,Model-371,30.0,Software Crash,No,2556.98,3.6,Not satisfied
9135,FAIL09136,Tablet,Sony,Model-468,35.0,Screen Crack,Yes,438.78,2.6,Not satisfied
9136,FAIL09137,Laptop,Apple,Model-421,25.0,Battery Issue,No,2401.85,4.1,Fixed quickly
9137,FAIL09138,Laptop,HP,Model-907,30.0,Speaker Malfunction,No,2556.98,4.1,Fixed quickly
9138,FAIL09139,Gaming Console,Sony,Model-539,30.0,Overheating,No,2556.98,4.1,Perfect repair
9139,FAIL09140,Smartwatch,Samsung,Model-185,40.0,Overheating,Yes,1209.07,2.3,Perfect repair
9140,FAIL09141,Laptop,Sony,Model-795,8.0,Speaker Malfunction,No,4497.63,2.9,Fixed quickly
9141,FAIL09142,Gaming Console,Sony,Model-689,30.0,Software Crash,Yes,2556.98,2.9,Not satisfied
9143,FAIL09144,Laptop,HP,Model-929,9.0,Software Crash,Yes,2793.67,4.0,Very bad service
9144,FAIL09145,Tablet,Dell,Model-722,25.0,Software Crash,Yes,522.93,3.2,Not satisfied
9145,FAIL09146,Gaming Console,Lenovo,Model-603,7.0,Battery Issue,Yes,477.15,4.5,Very bad service
9146,FAIL09147,Tablet,Dell,Model-168,35.0,Speaker Malfunction,Yes,796.88,1.6,Perfect repair
9147,FAIL09148,Gaming Console,OnePlus,Model-254,30.0,Battery Issue,Yes,2556.98,1.6,Very bad service
9149,FAIL09150,Smartphone,Dell,Model-563,7.0,Software Crash,Yes,3120.6,2.5,Not satisfied
9150,FAIL09151,Tablet,HP,Model-935,18.0,Software Crash,No,4209.72,4.1,Perfect repair
9151,FAIL09152,Laptop,Samsung,Model-186,19.0,Software Crash,Yes,2481.24,4.2,Fixed quickly
9152,FAIL09153,Smartphone,Dell,Model-173,2.0,Overheating,Yes,2957.75,4.7,Fixed quickly
9153,FAIL09154,Smartphone,Samsung,Model-322,29.0,Speaker Malfunction,No,804.29,2.3,Perfect repair
9154,FAIL09155,Laptop,Sony,Model-756,28.0,Speaker Malfunction,No,2653.05,1.2,Very bad service
9155,FAIL09156,Tablet,HP,Model-718,15.0,Software Crash,Yes,1644.03,2.9,Fixed quickly
9156,FAIL09157,Tablet,Apple,Model-842,55.0,Overheating,No,2311.6,1.3,Fixed quickly
9157,FAIL09158,Smartwatch,Apple,Model-126,30.0,Software Crash,No,4199.88,3.1,Not satisfied
9158,FAIL09159,Gaming Console,Apple,Model-203,4.0,Software Crash,Yes,3391.55,4.5,Fixed quickly
9159,FAIL09160,Smartphone,Sony,Model-918,8.0,Battery Issue,Yes,398.25,3.1,Fixed quickly
9160,FAIL09161,Smartphone,OnePlus,Model-158,19.0,Software Crash,Yes,4798.29,1.7,Very bad service
9161,FAIL09162,Smartwatch,Dell,Model-178,30.0,Battery Issue,No,2556.98,1.7,Not satisfied
9162,FAIL09163,Gaming Console,Lenovo,Model-251,26.0,Software Crash,No,2350.33,4.5,Not satisfied
9164,FAIL09165,Gaming Console,Sony,Model-240,43.0,Overheating,Yes,3276.56,2.9,Not satisfied
9165,FAIL09166,Laptop,Apple,Model-681,28.0,Battery Issue,No,4239.52,4.0,Not satisfied
9167,FAIL09168,Laptop,Dell,Model-195,33.0,Overheating,No,1545.02,4.5,Not satisfied
